Código,Descripción,GRUPO,Clasificación Sistemas JMC,SEGMENTO,Clasificación Partes JMC,TIPO
Y232,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,15.0
Y233,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,15.0
Y234,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,15.0
Y235,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,15.0
Y236,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,15.0
Y237,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,15.0
Y238,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,15.0
Y239,"DISPARO DE RIFLE, ESCOPETA Y ARMA LARGA, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,15.0
Y240,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,15.0
Y241,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,15.0
Y242,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,15.0
Y243,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,15.0
Y244,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,15.0
Y245,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,15.0
Y246,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,15.0
Y247,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,15.0
Y248,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,15.0
Y249,"DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,15.0
Y250,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,15.0
Y251,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,15.0
Y252,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: ESCUELAS OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,15.0
Y253,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,15.0
Y254,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,15.0
Y255,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,15.0
Y256,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,15.0
Y257,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,15.0
Y258,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,15.0
Y259,"CONTACTO TRAUMATICO CON MATERIAL EXPLOSIVO, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,15.0
Y260,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,0.0
Y261,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,0.0
Y262,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,0.0
Y263,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,0.0
Y264,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,0.0
Y265,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,0.0
Y266,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,0.0
Y267,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,0.0
Y268,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,0.0
Y269,"EXPOSICION AL HUMO, FUEGO Y LLAMAS, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,0.0
Y270,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,0.0
Y271,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,0.0
Y272,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,0.0
Y273,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,0.0
Y274,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,0.0
Y275,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,0.0
Y276,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,0.0
Y277,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,0.0
Y278,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,0.0
Y279,"CONTACTO CON VAPOR DE AGUA, VAPORES Y OBJETOS CALIENTES, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,0.0
Y280,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,15.0
Y281,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,15.0
Y282,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,15.0
Y283,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,15.0
Y284,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,15.0
Y285,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,15.0
Y286,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,15.0
Y287,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,15.0
Y288,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,15.0
Y289,"CONTACTO TRAUMATICO CON OBJETO CORTANTE, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,15.0
Y290,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,15.0
Y291,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,15.0
Y292,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,15.0
Y293,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,15.0
Y294,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,15.0
Y295,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,15.0
Y296,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,15.0
Y297,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,15.0
Y298,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,15.0
Y299,"CONTACTO TRAUMATICO CON OBJETO ROMO O SIN FILO, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,15.0
Y300,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,2.0
Y301,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,2.0
Y302,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,2.0
Y303,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,2.0
Y304,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,2.0
Y305,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,2.0
Y306,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,2.0
Y307,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,2.0
Y308,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,2.0
Y309,"CAIDA, SALTO O EMPUJON DESDE LUGAR ELEVADO, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,2.0
Y310,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,2.0
Y311,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,2.0
Y312,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,2.0
Y313,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,2.0
Y314,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,2.0
Y315,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,2.0
Y316,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,2.0
Y317,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,2.0
Y318,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,2.0
Y319,"CAIDA, PERMANENCIA O CARRERA DELANTE O HACIA OBJETO EN MOVIMIENTO, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,2.0
Y320,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,15.0
Y321,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,15.0
Y322,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,15.0
Y323,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,15.0
Y324,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,15.0
Y325,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,15.0
Y326,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,15.0
Y327,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,15.0
Y328,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,15.0
Y329,"COLISION DE VEHICULO DE MOTOR, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,15.0
Y330,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,0.0
Y331,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,0.0
Y332,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,0.0
Y333,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,0.0
Y334,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,0.0
Y335,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,0.0
Y336,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,0.0
Y337,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,0.0
Y338,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,0.0
Y339,"OTROS EVENTOS ESPECIFICADOS, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,0.0
Y340,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: VIVIENDA",40.0,10.0,23.0,47.0,0.0
Y341,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: INSTITUCION RESIDENCIAL",40.0,10.0,23.0,47.0,0.0
Y342,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: ESCUELAS, OTRAS INSTITUCIONES Y AREAS ADMINISTRATIVAS",40.0,10.0,23.0,47.0,0.0
Y343,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: AREAS DE DEPORTE Y ATLETISMO",40.0,10.0,23.0,47.0,0.0
Y344,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: CALLES Y CARRETERAS",40.0,10.0,23.0,47.0,0.0
Y345,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: COMERCIO Y AREA DE SERVICIOS",40.0,10.0,23.0,47.0,0.0
Y346,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: AREA INDUSTRIAL Y DE LA CONSTRUCCION",40.0,10.0,23.0,47.0,0.0
Y347,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: GRANJA",40.0,10.0,23.0,47.0,0.0
Y348,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: OTRO LUGAR ESPECIFICADO",40.0,10.0,23.0,47.0,0.0
Y349,"EVENTO NO ESPECIFICADO, DE INTENCION NO DETERMINADA: LUGAR NO ESPECIFICADO",40.0,10.0,23.0,47.0,0.0
Y350,INTERVENCION LEGAL CON DISPARO DE ARMA DE FUEGO,40.0,10.0,23.0,47.0,15.0
Y351,INTERVENCION LEGAL CON EXPLOSIVOS,40.0,10.0,23.0,47.0,15.0
Y352,INTERVENCION LEGAL CON GAS,40.0,10.0,23.0,47.0,0.0
Y353,INTERVENCION LEGAL CON OBJETOS ROMOS O SIN FILO,40.0,10.0,23.0,47.0,0.0
Y354,INTERVENCION LEGAL CON OBJETOS CORTANTES,40.0,10.0,23.0,47.0,0.0
Y355,EJECUCION LEGAL,40.0,10.0,23.0,47.0,0.0
Y356,INTERVENCION LEGAL CON OTROS MEDIOS ESPECIFICADOS,40.0,10.0,23.0,47.0,0.0
Y357,"INTERVENCION LEGAL, MEDIOS NO ESPECIFICADOS",40.0,10.0,23.0,47.0,0.0
Y360,OPERACIONES DE GUERRA CON EXPLOSION DE ARMAMENTO NAVAL,40.0,10.0,23.0,47.0,15.0
Y361,OPERACIONES DE GUERRA CON DESTRUCCION DE AERONAVE,40.0,10.0,23.0,47.0,0.0
Y362,OPERACIONES DE GUERRA CON OTRAS EXPLOSIONES Y ESQUIRLAS,40.0,10.0,23.0,47.0,15.0
Y363,OPERACIONES DE GUERRA CON FUEGO Y SUSTANCIAS INCENDIARIAS Y CALIENTES,40.0,10.0,23.0,47.0,0.0
Y364,OPERACIONES DE GUERRA CON DISPARO DE ARMA DE FUEGO Y OTRAS FORMAS DE GUERRA CONVENCIONAL,40.0,10.0,23.0,47.0,15.0
Y365,OPERACIONES DE GUERRA CON ARMAS NUCLEARES,40.0,10.0,23.0,47.0,0.0
Y366,OPERACIONES DE GUERRA CON ARMAS BIOLOGICAS,40.0,10.0,23.0,47.0,0.0
Y367,OPERACIONES DE GUERRA CON ARMAS QUIMICAS Y OTRAS FORMAS DE GUERRA NO CONVENCIONAL,40.0,10.0,23.0,47.0,0.0
Y368,OPERACIONES DE GUERRA QUE OCURREN DESPUES DEL CESE DE HOSTILIDADES,40.0,10.0,23.0,47.0,0.0
Y369,OPERACION DE GUERRA NO ESPECIFICADA,40.0,10.0,23.0,47.0,0.0
Y400,EFECTOS ADVERSOS DE PENICILINAS,8.0,10.0,23.0,47.0,13.0
Y401,EFECTOS ADVERSOS DE CEFALOSPORINAS Y OTROS ANTIBIOTICOS BETALACTAMICOS,8.0,10.0,23.0,47.0,13.0
Y402,EFECTOS ADVERSOS DEL GRUPO DE CLORAMFENICOL,8.0,10.0,23.0,47.0,13.0
Y403,EFECTOS ADVERSOS DE LOS MACROLIDOS,8.0,10.0,23.0,47.0,13.0
Y404,EFECTOS ADVERSOS DE TETRACICLINAS,8.0,10.0,23.0,47.0,13.0
Y405,EFECTOS ADVERSOS DE AMINOGLICOSIDOS,8.0,10.0,23.0,47.0,13.0
Y406,EFECTOS ADVERSOS DE RIFAMICINAS,8.0,10.0,23.0,47.0,13.0
Y407,EFECTOS ADVERSOS DE ANTIBIOTICOS ANTIMICOTICOS USADOS SISTEMATICAMENTE,8.0,10.0,23.0,47.0,13.0
Y408,EFECTOS ADVERSOS DE OTROS ANTIBIOTICOS SISTEMICOS,8.0,10.0,23.0,47.0,13.0
Y409,EFECTOS ADVERSOS DE ANTIBIOTICO SISTEMICO NO ESPECIFICADO,8.0,10.0,23.0,47.0,13.0
Y410,EFECTOS ADVERSOS DE SULFONAMIDAS,8.0,10.0,23.0,47.0,13.0
Y411,EFECTOS ADVERSOS DE DROGAS ANTIMICOBACTERIANAS,8.0,10.0,23.0,47.0,13.0
Y412,EFECTOS ADVERSOS DE DROGAS ANTIPALUDICAS Y AGENTES QUE ACTUAN SOBRE OTROS PROTOZOARIOS DE LA SANGRE,8.0,10.0,23.0,47.0,13.0
Y413,EFECTOS ADVERSOS DE OTRAS DROGAS ANTIPROTOZOARIAS,8.0,10.0,23.0,47.0,13.0
Y414,EFECTOS ADVERSOS DE ANTIHELMINTICOS,8.0,10.0,23.0,47.0,13.0
Y415,EFECTOS ADVERSOS DE DROGAS ANTIVIRALES,8.0,10.0,23.0,47.0,13.0
Y418,EFECTOS ADVERSOS DE OTROS ANTIINFECCIOSOS Y ANTIPARASITARIOS SISTEMICOS ESPECIFICADOS,8.0,10.0,23.0,47.0,13.0
Y419,EFECTOS ADVERSOS DE ANTIINFECCIOSOS Y ANTIPARASITARIOS SISTEMICOS NO ESPECIFICADOS,8.0,10.0,23.0,47.0,13.0
Y420,EFECTOS ADVERSOS DE GLUCOCORTICOIDES Y ANALOGOS SINTETICOS,8.0,10.0,23.0,47.0,13.0
Y421,EFECTOS ADVERSOS DE HORMONAS TIROIDEAS Y SUSTITUTOS,8.0,10.0,23.0,47.0,13.0
Y422,EFECTOS ADVERSOS DE DROGAS ANTITIROIDEAS,8.0,10.0,23.0,47.0,13.0
Y423,EFECTOS ADVERSOS DE DROGAS HIPOGLUCEMIANTES ORALES E INSULINA [ANTIDIABETICAS],8.0,10.0,23.0,47.0,13.0
Y424,EFECTOS ADVERSOS DE ANTICONCEPTIVOS ORALES,8.0,10.0,23.0,47.0,13.0
Y425,EFECTOS ADVERSOS DE OTROS ESTROGENOS Y PROGESTAGENOS,8.0,10.0,23.0,47.0,13.0
Y426,"EFECTOS ADVERSOS DE ANTIGONADOTROPINAS, ANTIESTROGENOS Y ANTIANDROGENOS, NO CLASIFICADOS EN OTRA PARTE",8.0,10.0,23.0,47.0,13.0
Y427,EFECTOS ADVERSOS DE ANDROGENOS Y CONGENERES ANABOLICOS,8.0,10.0,23.0,47.0,13.0
Y428,"EFECTOS ADVERSOS DE OTRAS HORMONAS Y SUS SUSTITUTOS SINTETICOS, Y LAS NO ESPECIFICADAS",8.0,10.0,23.0,47.0,13.0
Y429,"EFECTOS ADVERSOS DE OTRAS HORMONAS ANTAGONISTAS, Y LAS NO ESPECIFICADAS",8.0,10.0,23.0,47.0,13.0
Y430,EFECTOS ADVERSOS DE ANTIALERGICOS Y ANTIEMETICOS,8.0,10.0,23.0,47.0,13.0
